"site","date","channel_grouping","device","sum(sessions)"
Cultivar,"2023-02-24",Organic Search,desktop,74
Cultivar,"2023-02-24",Organic Search,mobile,65
Cultivar,"2023-02-24",Organic Search,tablet,6
Cultivar,"2023-02-24",Referral,desktop,4
Cultivar,"2023-02-24",Social,desktop,1
Cultivar,"2023-02-24",Social,mobile,31
Cultivar,"2023-02-25",Direct,desktop,5
Cultivar,"2023-02-25",Direct,mobile,12
Cultivar,"2023-02-25",Email,desktop,21
Cultivar,"2023-02-25",Email,mobile,41
Cultivar,"2023-02-25",Email,tablet,1
Cultivar,"2023-02-25",Organic Search,desktop,26
Cultivar,"2023-02-25",Organic Search,mobile,89
Cultivar,"2023-02-25",Organic Search,tablet,3
Cultivar,"2023-02-25",Referral,desktop,1
Cultivar,"2023-02-25",Social,mobile,12
Cultivar,"2023-02-26",Direct,desktop,5
Cultivar,"2023-02-26",Direct,mobile,21
Cultivar,"2023-02-26",Email,desktop,15
Cultivar,"2023-02-26",Email,mobile,17
Cultivar,"2023-02-26",Organic Search,desktop,42
Cultivar,"2023-02-26",Organic Search,mobile,90
Cultivar,"2023-02-26",Organic Search,tablet,1
Cultivar,"2023-02-26",Referral,desktop,1
Cultivar,"2023-02-26",Social,mobile,11
Cultivar,"2023-02-27",Direct,desktop,37
Cultivar,"2023-02-27",Direct,mobile,14
Cultivar,"2023-02-27",Direct,tablet,1
Cultivar,"2023-02-27",Email,desktop,100
Cultivar,"2023-02-27",Email,mobile,118
Cultivar,"2023-02-27",Email,tablet,5
Cultivar,"2023-02-27",Organic Search,desktop,95
Cultivar,"2023-02-27",Organic Search,mobile,87
Cultivar,"2023-02-27",Referral,desktop,6
Cultivar,"2023-02-27",Social,desktop,3
Cultivar,"2023-02-27",Social,mobile,62
Cultivar,"2023-02-27",Social,tablet,1
Cultivar,"2023-02-28",Direct,desktop,33
Cultivar,"2023-02-28",Direct,mobile,17
Cultivar,"2023-02-28",Direct,tablet,1
Cultivar,"2023-02-28",Email,desktop,145
Cultivar,"2023-02-28",Email,mobile,173
Cultivar,"2023-02-28",Email,tablet,3
Cultivar,"2023-02-28",Organic Search,desktop,105
Cultivar,"2023-02-28",Organic Search,mobile,74
Cultivar,"2023-02-28",Organic Search,tablet,2
Cultivar,"2023-02-28",Referral,desktop,9
Cultivar,"2023-02-28",Social,desktop,2
Cultivar,"2023-02-28",Social,mobile,37
Cultivar,"2023-03-01",Direct,desktop,21
Cultivar,"2023-03-01",Direct,mobile,14
Cultivar,"2023-03-01",Direct,tablet,2
Cultivar,"2023-03-01",Email,desktop,86
Cultivar,"2023-03-01",Email,mobile,83
Cultivar,"2023-03-01",Email,tablet,1
Cultivar,"2023-03-01",Googles News,desktop,1
Cultivar,"2023-03-01",Organic Search,desktop,75
Cultivar,"2023-03-01",Organic Search,mobile,83
Cultivar,"2023-03-01",Organic Search,tablet,3
Cultivar,"2023-03-01",Referral,desktop,2
Cultivar,"2023-03-01",Social,mobile,25
Cultivar,"2023-03-02",Autopromotion,desktop,1
Cultivar,"2023-03-02",Direct,desktop,20
Cultivar,"2023-03-02",Direct,mobile,16
Cultivar,"2023-03-02",Email,desktop,77
Cultivar,"2023-03-02",Email,mobile,79
Cultivar,"2023-03-02",Email,tablet,2
Cultivar,"2023-03-02",Googles News,desktop,1
Cultivar,"2023-03-02",Organic Search,desktop,84
Cultivar,"2023-03-02",Organic Search,mobile,82
Cultivar,"2023-03-02",Organic Search,tablet,1
Cultivar,"2023-03-02",Referral,desktop,2
Cultivar,"2023-03-02",Social,desktop,2
Cultivar,"2023-03-02",Social,mobile,15
Cultivar,"2023-03-03",Direct,desktop,26
Cultivar,"2023-03-03",Direct,mobile,17
Cultivar,"2023-03-03",Direct,tablet,1
Cultivar,"2023-03-03",Email,desktop,82
Cultivar,"2023-03-03",Email,mobile,95
Cultivar,"2023-03-03",Email,tablet,1
Cultivar,"2023-03-03",Organic Search,desktop,58
Cultivar,"2023-03-03",Organic Search,mobile,94
Cultivar,"2023-03-03",Organic Search,tablet,5
Cultivar,"2023-03-03",Referral,desktop,4
Cultivar,"2023-03-03",Social,desktop,4
Cultivar,"2023-03-03",Social,mobile,38
Cultivar,"2023-03-03",Social,tablet,1
Cultivar,"2023-03-04",Autopromotion,mobile,1
Cultivar,"2023-03-04",Direct,desktop,9
Cultivar,"2023-03-04",Direct,mobile,10
Cultivar,"2023-03-04",Email,desktop,32
Cultivar,"2023-03-04",Email,mobile,43
Cultivar,"2023-03-04",Email,tablet,2
Cultivar,"2023-03-04",Organic Search,desktop,35
Cultivar,"2023-03-04",Organic Search,mobile,85
Cultivar,"2023-03-04",Organic Search,tablet,2
Cultivar,"2023-03-04",Referral,desktop,1
Cultivar,"2023-03-04",Social,desktop,1
Cultivar,"2023-03-04",Social,mobile,37
Cultivar,"2023-03-04",Social,tablet,1
Cultivar,"2023-03-05",Direct,desktop,8
Cultivar,"2023-03-05",Direct,mobile,25
Cultivar,"2023-03-05",Direct,tablet,2
Cultivar,"2023-03-05",Email,desktop,7
Cultivar,"2023-03-05",Email,mobile,15
Cultivar,"2023-03-05",Organic Search,desktop,53
Cultivar,"2023-03-05",Organic Search,mobile,76
Cultivar,"2023-03-05",Organic Search,tablet,3
Cultivar,"2023-03-05",Referral,mobile,1
Cultivar,"2023-03-05",Social,desktop,1
Cultivar,"2023-03-05",Social,mobile,5
Cultivar,"2023-03-05",Social,tablet,1
Cultivar,"2023-03-06",Direct,desktop,30
Cultivar,"2023-03-06",Direct,mobile,18
Cultivar,"2023-03-06",Email,desktop,81
Cultivar,"2023-03-06",Email,mobile,112
Cultivar,"2023-03-06",Email,tablet,3
Cultivar,"2023-03-06",Organic Search,desktop,94
Cultivar,"2023-03-06",Organic Search,mobile,107
Cultivar,"2023-03-06",Organic Search,tablet,5
Cultivar,"2023-03-06",Referral,desktop,5
Cultivar,"2023-03-06",Referral,mobile,1
Cultivar,"2023-03-06",Social,desktop,3
Cultivar,"2023-03-06",Social,mobile,5
Cultivar,"2023-03-06",Social,tablet,1
Cultivar,"2023-03-07",Direct,desktop,45
Cultivar,"2023-03-07",Direct,mobile,24
Cultivar,"2023-03-07",Direct,tablet,1
Cultivar,"2023-03-07",Email,desktop,111
Cultivar,"2023-03-07",Email,mobile,104
Cultivar,"2023-03-07",Email,tablet,3
Cultivar,"2023-03-07",Organic Search,desktop,116
Cultivar,"2023-03-07",Organic Search,mobile,97
Cultivar,"2023-03-07",Organic Search,tablet,2
Cultivar,"2023-03-07",Referral,desktop,6
Cultivar,"2023-03-07",Social,desktop,5
Cultivar,"2023-03-07",Social,mobile,20
Cultivar,"2023-03-08",Direct,desktop,31
Cultivar,"2023-03-08",Direct,mobile,22
Cultivar,"2023-03-08",Email,desktop,94
Cultivar,"2023-03-08",Email,mobile,80
Cultivar,"2023-03-08",Email,tablet,3
Cultivar,"2023-03-08",Organic Search,desktop,135
Cultivar,"2023-03-08",Organic Search,mobile,84
Cultivar,"2023-03-08",Organic Search,tablet,6
Cultivar,"2023-03-08",Referral,desktop,4
Cultivar,"2023-03-08",Social,desktop,5
Cultivar,"2023-03-08",Social,mobile,31
Cultivar,"2023-03-09",Autopromotion,desktop,2
Cultivar,"2023-03-09",Direct,desktop,34
Cultivar,"2023-03-09",Direct,mobile,18
Cultivar,"2023-03-09",Email,desktop,88
Cultivar,"2023-03-09",Email,mobile,85
Cultivar,"2023-03-09",Email,tablet,2
Cultivar,"2023-03-09",Organic Search,desktop,116
Cultivar,"2023-03-09",Organic Search,mobile,98
Cultivar,"2023-03-09",Organic Search,tablet,6
Cultivar,"2023-03-09",Referral,desktop,6
Cultivar,"2023-03-09",Social,desktop,6
Cultivar,"2023-03-09",Social,mobile,58
Cultivar,"2023-03-09",Social,tablet,1
Cultivar,"2023-03-10",Direct,desktop,30
Cultivar,"2023-03-10",Direct,mobile,15
Cultivar,"2023-03-10",Email,desktop,63
Cultivar,"2023-03-10",Email,mobile,72
Cultivar,"2023-03-10",Googles News,desktop,1
Cultivar,"2023-03-10",Organic Search,desktop,97
Cultivar,"2023-03-10",Organic Search,mobile,108
Cultivar,"2023-03-10",Organic Search,tablet,1
Cultivar,"2023-03-10",Referral,desktop,2
Cultivar,"2023-03-10",Referral,mobile,1
Cultivar,"2023-03-10",Social,desktop,7
Cultivar,"2023-03-10",Social,mobile,35
Cultivar,"2023-03-10",Social,tablet,2
Cultivar,"2023-03-11",Autopromotion,mobile,1
Cultivar,"2023-03-11",Direct,desktop,7
Cultivar,"2023-03-11",Direct,mobile,17
Cultivar,"2023-03-11",Email,desktop,32
Cultivar,"2023-03-11",Email,mobile,42
Cultivar,"2023-03-11",Email,tablet,1
Cultivar,"2023-03-11",Googles News,mobile,1
Cultivar,"2023-03-11",Organic Search,desktop,44
Cultivar,"2023-03-11",Organic Search,mobile,86
Cultivar,"2023-03-11",Organic Search,tablet,4
Cultivar,"2023-03-11",Social,mobile,13
Cultivar,"2023-03-11",Social,tablet,1
Cultivar,"2023-03-12",Direct,desktop,13
Cultivar,"2023-03-12",Direct,mobile,19
Cultivar,"2023-03-12",Email,desktop,14
Cultivar,"2023-03-12",Email,mobile,17
Cultivar,"2023-03-12",Organic Search,desktop,48
Cultivar,"2023-03-12",Organic Search,mobile,87
Cultivar,"2023-03-12",Organic Search,tablet,7
Cultivar,"2023-03-12",Social,desktop,2
Cultivar,"2023-03-12",Social,mobile,10
Cultivar,"2023-03-13",Direct,desktop,26
Cultivar,"2023-03-13",Direct,mobile,50
Cultivar,"2023-03-13",Email,desktop,100
Cultivar,"2023-03-13",Email,mobile,109
Cultivar,"2023-03-13",Email,tablet,3
Cultivar,"2023-03-13",Googles News,mobile,1
Cultivar,"2023-03-13",Organic Search,desktop,133
Cultivar,"2023-03-13",Organic Search,mobile,130
Cultivar,"2023-03-13",Organic Search,tablet,3
Cultivar,"2023-03-13",Referral,desktop,4
Cultivar,"2023-03-13",Referral,mobile,2
Cultivar,"2023-03-13",Social,desktop,1
Cultivar,"2023-03-13",Social,mobile,73
Cultivar,"2023-03-13",Social,tablet,1
Cultivar,"2023-03-14",Direct,desktop,37
Cultivar,"2023-03-14",Direct,mobile,40
Cultivar,"2023-03-14",Direct,tablet,1
Cultivar,"2023-03-14",Email,desktop,126
Cultivar,"2023-03-14",Email,mobile,151
Cultivar,"2023-03-14",Email,tablet,2
Cultivar,"2023-03-14",Googles News,desktop,1
Cultivar,"2023-03-14",Organic Search,desktop,146
Cultivar,"2023-03-14",Organic Search,mobile,114
Cultivar,"2023-03-14",Organic Search,tablet,6
Cultivar,"2023-03-14",Referral,desktop,7
Cultivar,"2023-03-14",Referral,mobile,2
Cultivar,"2023-03-14",Social,desktop,6
Cultivar,"2023-03-14",Social,mobile,37
Cultivar,"2023-03-15",Direct,desktop,35
Cultivar,"2023-03-15",Direct,mobile,42
Cultivar,"2023-03-15",Email,desktop,107
Cultivar,"2023-03-15",Email,mobile,69
Cultivar,"2023-03-15",Email,tablet,1
Cultivar,"2023-03-15",Googles News,mobile,1
Cultivar,"2023-03-15",Organic Search,desktop,90
Cultivar,"2023-03-15",Organic Search,mobile,107
Cultivar,"2023-03-15",Referral,desktop,4
Cultivar,"2023-03-15",Social,desktop,2
Cultivar,"2023-03-15",Social,mobile,27
Cultivar,"2023-03-16",Direct,desktop,39
Cultivar,"2023-03-16",Direct,mobile,23
Cultivar,"2023-03-16",Direct,tablet,1
Cultivar,"2023-03-16",Email,desktop,102
Cultivar,"2023-03-16",Email,mobile,120
Cultivar,"2023-03-16",Email,tablet,2
Cultivar,"2023-03-16",Googles News,desktop,4
Cultivar,"2023-03-16",Googles News,mobile,3
Cultivar,"2023-03-16",Organic Search,desktop,89
Cultivar,"2023-03-16",Organic Search,mobile,104
Cultivar,"2023-03-16",Organic Search,tablet,3
Cultivar,"2023-03-16",Referral,desktop,7
Cultivar,"2023-03-16",Referral,mobile,2
Cultivar,"2023-03-16",Social,desktop,4
Cultivar,"2023-03-16",Social,mobile,52
Cultivar,"2023-03-17",Direct,desktop,38
Cultivar,"2023-03-17",Direct,mobile,19
Cultivar,"2023-03-17",Email,desktop,103
Cultivar,"2023-03-17",Email,mobile,137
Cultivar,"2023-03-17",Email,tablet,3
Cultivar,"2023-03-17",Googles News,mobile,1
Cultivar,"2023-03-17",Organic Search,desktop,106
Cultivar,"2023-03-17",Organic Search,mobile,92
Cultivar,"2023-03-17",Organic Search,tablet,2
Cultivar,"2023-03-17",Referral,desktop,7
Cultivar,"2023-03-17",Social,desktop,2
Cultivar,"2023-03-17",Social,mobile,26
Cultivar,"2023-03-18",Direct,desktop,7
Cultivar,"2023-03-18",Direct,mobile,15
Cultivar,"2023-03-18",Direct,tablet,1
Cultivar,"2023-03-18",Email,desktop,55
Cultivar,"2023-03-18",Email,mobile,79
Cultivar,"2023-03-18",Email,tablet,3
Cultivar,"2023-03-18",Googles News,desktop,1
Cultivar,"2023-03-18",Organic Search,desktop,40
Cultivar,"2023-03-18",Organic Search,mobile,85
Cultivar,"2023-03-18",Organic Search,tablet,2
Cultivar,"2023-03-18",Referral,mobile,1
Cultivar,"2023-03-18",Social,desktop,2
Cultivar,"2023-03-18",Social,mobile,9
Cultivar,"2023-03-19",Direct,desktop,10
Cultivar,"2023-03-19",Direct,mobile,11
Cultivar,"2023-03-19",Direct,tablet,1
Cultivar,"2023-03-19",Email,desktop,18
Cultivar,"2023-03-19",Email,mobile,29
Cultivar,"2023-03-19",Organic Search,desktop,47
Cultivar,"2023-03-19",Organic Search,mobile,105
Cultivar,"2023-03-19",Organic Search,tablet,7
Cultivar,"2023-03-19",Referral,mobile,1
Cultivar,"2023-03-19",Social,desktop,4
Cultivar,"2023-03-19",Social,mobile,4
Cultivar,"2023-03-20",Direct,desktop,31
Cultivar,"2023-03-20",Direct,mobile,7
Cultivar,"2023-03-20",Email,desktop,97
Cultivar,"2023-03-20",Email,mobile,109
Cultivar,"2023-03-20",Email,tablet,1
Cultivar,"2023-03-20",Organic Search,desktop,99
Cultivar,"2023-03-20",Organic Search,mobile,86
Cultivar,"2023-03-20",Organic Search,tablet,1
Cultivar,"2023-03-20",Referral,desktop,6
Cultivar,"2023-03-20",Referral,mobile,1
Cultivar,"2023-03-20",Social,desktop,1
Cultivar,"2023-03-20",Social,mobile,6
Cultivar,"2023-03-21",Direct,desktop,38
Cultivar,"2023-03-21",Direct,mobile,21
Cultivar,"2023-03-21",Direct,tablet,1
Cultivar,"2023-03-21",Email,desktop,105
Cultivar,"2023-03-21",Email,mobile,109
Cultivar,"2023-03-21",Email,tablet,3
Cultivar,"2023-03-21",Organic Search,desktop,107
Cultivar,"2023-03-21",Organic Search,mobile,104
Cultivar,"2023-03-21",Organic Search,tablet,1
Cultivar,"2023-03-21",Referral,desktop,4
Cultivar,"2023-03-21",Referral,mobile,1
Cultivar,"2023-03-21",Social,desktop,1
Cultivar,"2023-03-21",Social,mobile,8
Cultivar,"2023-03-22",Direct,desktop,41
Cultivar,"2023-03-22",Direct,mobile,29
Cultivar,"2023-03-22",Direct,tablet,2
Cultivar,"2023-03-22",Email,desktop,108
Cultivar,"2023-03-22",Email,mobile,87
Cultivar,"2023-03-22",Email,tablet,4
Cultivar,"2023-03-22",Organic Search,desktop,96
Cultivar,"2023-03-22",Organic Search,mobile,94
Cultivar,"2023-03-22",Organic Search,tablet,2
Cultivar,"2023-03-22",Referral,desktop,1
Cultivar,"2023-03-22",Referral,mobile,1
Cultivar,"2023-03-22",Social,desktop,5
Cultivar,"2023-03-22",Social,mobile,36
Cultivar,"2023-03-22",Social,tablet,1
Cultivar,"2023-03-23",Direct,desktop,41
Cultivar,"2023-03-23",Direct,mobile,32
Cultivar,"2023-03-23",Email,desktop,132
Cultivar,"2023-03-23",Email,mobile,141
Cultivar,"2023-03-23",Email,tablet,4
Cultivar,"2023-03-23",Organic Search,desktop,104
Cultivar,"2023-03-23",Organic Search,mobile,95
Cultivar,"2023-03-23",Organic Search,tablet,4
Cultivar,"2023-03-23",Referral,desktop,4
Cultivar,"2023-03-23",Social,mobile,29
Cultivar,"2023-03-24",Direct,desktop,52
Cultivar,"2023-03-24",Direct,mobile,23
Cultivar,"2023-03-24",Direct,tablet,2
Cultivar,"2023-03-24",Email,desktop,110
Cultivar,"2023-03-24",Email,mobile,91
Cultivar,"2023-03-24",Email,tablet,1
Cultivar,"2023-03-24",Organic Search,desktop,82
Cultivar,"2023-03-24",Organic Search,mobile,83
Cultivar,"2023-03-24",Organic Search,tablet,2
Cultivar,"2023-03-24",Referral,desktop,6
Cultivar,"2023-03-24",Social,desktop,2
Cultivar,"2023-03-24",Social,mobile,51
Cultivar,"2023-03-25",Direct,desktop,8
Cultivar,"2023-03-25",Direct,mobile,16
Cultivar,"2023-03-25",Email,desktop,33
Cultivar,"2023-03-25",Email,mobile,49
Cultivar,"2023-03-25",Email,tablet,1
Cultivar,"2023-03-25",Organic Search,desktop,36
Cultivar,"2023-03-25",Organic Search,mobile,60
Cultivar,"2023-03-25",Organic Search,tablet,3
Cultivar,"2023-03-25",Referral,desktop,1
Cultivar,"2023-03-25",Social,mobile,20
Cultivar,"2023-03-26",Direct,desktop,12
Cultivar,"2023-03-26",Direct,mobile,20
Cultivar,"2023-03-26",Email,desktop,13
Cultivar,"2023-03-26",Email,mobile,20
Cultivar,"2023-03-26",Organic Search,desktop,39
Cultivar,"2023-03-26",Organic Search,mobile,75
Cultivar,"2023-03-26",Organic Search,tablet,3
Cultivar,"2023-03-26",Referral,desktop,1
Cultivar,"2023-03-26",Social,desktop,1
Cultivar,"2023-03-26",Social,mobile,2
Cultivar,"2023-03-27",Direct,desktop,46
Cultivar,"2023-03-27",Direct,mobile,39
Cultivar,"2023-03-27",Email,desktop,60
Cultivar,"2023-03-27",Email,mobile,67
Cultivar,"2023-03-27",Email,tablet,2
Cultivar,"2023-03-27",Organic Search,desktop,121
Cultivar,"2023-03-27",Organic Search,mobile,88
Cultivar,"2023-03-27",Organic Search,tablet,1
Cultivar,"2023-03-27",Referral,desktop,7
Cultivar,"2023-03-27",Social,desktop,3
Cultivar,"2023-03-27",Social,mobile,56
Cultivar,"2023-03-28",Direct,desktop,42
Cultivar,"2023-03-28",Direct,mobile,33
Cultivar,"2023-03-28",Email,desktop,101
Cultivar,"2023-03-28",Email,mobile,104
Cultivar,"2023-03-28",Email,tablet,2
Cultivar,"2023-03-28",Googles News,desktop,1
Cultivar,"2023-03-28",Organic Search,desktop,110
Cultivar,"2023-03-28",Organic Search,mobile,91
Cultivar,"2023-03-28",Organic Search,tablet,5
Cultivar,"2023-03-28",Referral,desktop,7
Cultivar,"2023-03-28",Social,desktop,8
Cultivar,"2023-03-28",Social,mobile,19
Cultivar,"2023-03-29",Direct,desktop,42
Cultivar,"2023-03-29",Direct,mobile,35
Cultivar,"2023-03-29",Email,desktop,116
Cultivar,"2023-03-29",Email,mobile,131
Cultivar,"2023-03-29",Googles News,desktop,2
Cultivar,"2023-03-29",Googles News,mobile,13
Cultivar,"2023-03-29",Organic Search,desktop,118
Cultivar,"2023-03-29",Organic Search,mobile,86
Cultivar,"2023-03-29",Organic Search,tablet,2
Cultivar,"2023-03-29",Referral,desktop,3
Cultivar,"2023-03-29",Social,desktop,5
Cultivar,"2023-03-29",Social,mobile,46
Cultivar,"2023-03-29",Social,tablet,2
Cultivar,"2023-03-30",Direct,desktop,45
Cultivar,"2023-03-30",Direct,mobile,41
Cultivar,"2023-03-30",Email,desktop,120
Cultivar,"2023-03-30",Email,mobile,131
Cultivar,"2023-03-30",Email,tablet,1
Cultivar,"2023-03-30",Googles News,mobile,1
Cultivar,"2023-03-30",Organic Search,desktop,103
Cultivar,"2023-03-30",Organic Search,mobile,82
Cultivar,"2023-03-30",Organic Search,tablet,3
Cultivar,"2023-03-30",Referral,desktop,5
Cultivar,"2023-03-30",Social,desktop,5
Cultivar,"2023-03-30",Social,mobile,33
Cultivar,"2023-03-31",Direct,desktop,28
Cultivar,"2023-03-31",Direct,mobile,26
Cultivar,"2023-03-31",Direct,tablet,2
Cultivar,"2023-03-31",Email,desktop,123
Cultivar,"2023-03-31",Email,mobile,69
Cultivar,"2023-03-31",Email,tablet,3
Cultivar,"2023-03-31",Googles News,mobile,2
Cultivar,"2023-03-31",Organic Search,desktop,85
Cultivar,"2023-03-31",Organic Search,mobile,94
Cultivar,"2023-03-31",Organic Search,tablet,5
Cultivar,"2023-03-31",Referral,desktop,2
Cultivar,"2023-03-31",Social,desktop,4
Cultivar,"2023-03-31",Social,mobile,25
Cultivar,"2023-04-01",Direct,desktop,7
Cultivar,"2023-04-01",Direct,mobile,27
Cultivar,"2023-04-01",Direct,tablet,2
Cultivar,"2023-04-01",Email,desktop,30
Cultivar,"2023-04-01",Email,mobile,28
Cultivar,"2023-04-01",Email,tablet,2
Cultivar,"2023-04-01",Organic Search,desktop,35
Cultivar,"2023-04-01",Organic Search,mobile,78
Cultivar,"2023-04-01",Organic Search,tablet,3
Cultivar,"2023-04-01",Referral,mobile,1
Cultivar,"2023-04-01",Social,desktop,2
Cultivar,"2023-04-01",Social,mobile,22
Cultivar,"2023-04-02",Autopromotion,desktop,1
Cultivar,"2023-04-02",Direct,desktop,12
Cultivar,"2023-04-02",Direct,mobile,45
Cultivar,"2023-04-02",Email,desktop,12
Cultivar,"2023-04-02",Email,mobile,13
Cultivar,"2023-04-02",Email,tablet,1
Cultivar,"2023-04-02",Organic Search,desktop,48
Cultivar,"2023-04-02",Organic Search,mobile,95
Cultivar,"2023-04-02",Organic Search,tablet,4
Cultivar,"2023-04-02",Social,desktop,2
Cultivar,"2023-04-02",Social,mobile,13
Cultivar,"2023-04-03",Direct,desktop,34
Cultivar,"2023-04-03",Direct,mobile,116
Cultivar,"2023-04-03",Direct,tablet,3
Cultivar,"2023-04-03",Email,desktop,81
Cultivar,"2023-04-03",Email,mobile,88
Cultivar,"2023-04-03",Email,tablet,5
Cultivar,"2023-04-03",Googles News,desktop,1
Cultivar,"2023-04-03",Googles News,mobile,1
Cultivar,"2023-04-03",Organic Search,desktop,101
Cultivar,"2023-04-03",Organic Search,mobile,126
Cultivar,"2023-04-03",Organic Search,tablet,2
Cultivar,"2023-04-03",Referral,desktop,11
Cultivar,"2023-04-03",Social,desktop,5
Cultivar,"2023-04-03",Social,mobile,28
Cultivar,"2023-04-03",Social,tablet,1
Cultivar,"2023-04-04",Direct,desktop,47
Cultivar,"2023-04-04",Direct,mobile,43
Cultivar,"2023-04-04",Direct,tablet,2
Cultivar,"2023-04-04",Email,desktop,98
Cultivar,"2023-04-04",Email,mobile,103
Cultivar,"2023-04-04",Email,tablet,3
Cultivar,"2023-04-04",Googles News,mobile,1
Cultivar,"2023-04-04",Organic Search,desktop,105
Cultivar,"2023-04-04",Organic Search,mobile,93
Cultivar,"2023-04-04",Organic Search,tablet,3
Cultivar,"2023-04-04",Referral,desktop,3
Cultivar,"2023-04-04",Social,desktop,6
Cultivar,"2023-04-04",Social,mobile,72
Cultivar,"2023-04-05",Direct,desktop,41
Cultivar,"2023-04-05",Direct,mobile,35
Cultivar,"2023-04-05",Email,desktop,46
Cultivar,"2023-04-05",Email,mobile,42
Cultivar,"2023-04-05",Email,tablet,1
Cultivar,"2023-04-05",Organic Search,desktop,74
Cultivar,"2023-04-05",Organic Search,mobile,73
Cultivar,"2023-04-05",Organic Search,tablet,3
Cultivar,"2023-04-05",Referral,desktop,4
